Tweet,Sentiment,Type,HS_Target,HS_Topic
 tenang nanti lagi dukhan muslim sehat sehat saja hanya kena flu sedikit kafir amp munafik keluar nanah dari telinga amp tubuhnya bengkak 40 hari kemudian modar ,Negative,Hate Speech & Abusive,Group,Religion
 memang ada apa dengan onta ,Positive,Neutral,Other,Other
kalau mau indonesia ini kembali damai usir cina dari indonesia ,Negative,Hate Speech,Group,Race
 ada apa dengan mayoritas etnis cina di daerah khusus ibukota mengapa begitu solid mendukung penista agama islam dan dendam tidak nasionalis ,Negative,Hate Speech,Group,Religion
hari ini presiden jokowi akan meninjau proyek bandara ke ajati yang direncanakan akan beroperasi pada bulan juni 2018 pada tahap 1 kapasitas terminal bisa menampung 5 juta penumpang tahun bandara internasional jawa barat dibangun di atas lahan seluas 1 800 apa amp pembangunannya aku,Positive,Neutral,Other,Other
keadilan itu bersifat universal meretas segala batasan agama dan ras keturunan adil itu sama bagi yang islam kristen buddha maupun hindu tiada perbedaan ia bukan milik mana mana agama atau bangsa ,Positive,Neutral,Other,Other
 ya sudah cocot anda cincau ,Negative,Hate Speech & Abusive,Individual,Other
 oh iya kunti maaf saya kira ibu me ua ,Positive,Neutral,Other,Other
rusia begitu katanya begitu komunis komunis begitu katanya begitu tak be uhan dan itu apa pemain rusia mengegolkan terus menunjuk tunjuk ke atas ,Positive,Neutral,Other,Other
ulama dan habib se bogor peringati isra mikraj pos kota news,Positive,Neutral,Other,Other
sekarang masak tidak bisa kan sudah belajar ,Positive,Neutral,Other,Other
 gila manusia sudah bejat lahir batin sudah maksiat di muka umum syariat tuhan pun di rusak dihina duuhhhh gustiiiiiiiiiiiiiiii ,Negative,Abusive,Other,Other
ada tidak sih kacamata yang bisa bikin mata ini terlihat lebih besar wkwk yang gue lihat tiap pakai kacamata yang ada malah makin sipit mata guaaaa xf0 x9f x90 x99 ,Positive,Neutral,Other,Other
entah politik entah kafir ilmu nya tidak bisa bisa di pahami manusia kalau anda be anya dimana rumah allah jawabannnya allah ada di dalam tubuh kita ,Positive,Neutral,Other,Other
 wakil ketua umum cuci congor dahulu agar yang keluar dari congornya tidak asal jadi kalian tidak perlu repot cuci tangan ketua kalian yang lempar batu kalian mau sembunyi tangan ,Negative,Hate Speech & Abusive,Group,Other
 anti jokowi bagi bani kampret itu sudah jadi rukun iman mereka kali iya bang xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Group,Other
kerajaan negeri pahang memang tak peduli pasal heritage semua ini sungai lembing itu punya lah kayak dengan sejarah dan budaya pun tak ada usaha nak pelihara ,Positive,Neutral,Other,Other
fadli zon pembahasan pilihan kepala daerah tak langsung dikaji mendalam usai pemilihan presiden,Positive,Neutral,Other,Other
deklarasi pilihan kepala daerah 2018 aman dan anti hoaks warga jabon,Positive,Neutral,Other,Other
 the end he he karena satu agama saja banyak perbedaan apalagi beda dan juga tidak ada dukungan akan susah sudah terbayang jalan terjalnya,Positive,Neutral,Other,Other
 mata sipit sama bibir bentuk hati uhuy ,Positive,Neutral,Other,Other
gue selalu ingat saja bahwa kucing itu hewan kesayangan rasul walaupun kalian jijik atau merasa terganggu ya sudah tidak usah pakai kekerasan mereka kan binatang kalian manusia strata kepintarannya ya di bawah kalian banget tapi setidaknya yang waras yang nger,Positive,Neutral,Other,Other
kemarin di siantar di copot spanduk mu sekarang curi curi kampanye di tengah demo mana panitia pengawas pemilu nih sih djarot main curang kampanye di tengah demo buruh tindak tegas pasangan calon curang no 2 keren register 40 pilihan gubernur sumatera utara 2018 pilihan kepala daerah sumatra utara ,Negative,Hate Speech,Individual,Other
 mampus kamu ganti ,Negative,Hate Speech & Abusive,Individual,Other
selama mukidi berkuasa orang surat pemberitahuan tahunan fa kodrat bopeng nathan dan kawan kawan dijamin aman 2019 ganti presiden,Negative,Hate Speech,Individual,Other
 kenapa pemain cacat dimasuki xf0 x9f x98 xb2 xf0 x9f x98 xb2 xf0 x9f x98 xb2 teco tolol ,Negative,Hate Speech & Abusive,Individual,Physical
kita harus melawan usir duta besar myanmar boikot segala urusan dengan buddha,Negative,Hate Speech,Group,Religion
 ingat peristiwa partai komunis indonesia 65 keluarga korban masih menuntut keadilan hingga saat ini akibat keluarga mereka yang di bantai pada saat itu dan dan kesuksesan tidak di ukur ketika menjadi,Positive,Neutral,Other,Other
 ppp jadi bangkai nih 2019 ,Negative,Hate Speech & Abusive,Group,Other
 mu melayu ke yahudi kak haha ,Positive,Neutral,Other,Other
amin ya rabbal alamin salam gie untuk pencerahan bangsa amp perubahan indonesia,Positive,Neutral,Other,Other
setuju saya kalau ahok dapat gelar santri kehormatan tapi santri kehormatan babi uniform resource locator,Negative,Hate Speech & Abusive,Individual,Other
 oh ternyata kesibukan be ambah promosi hoaks kampret lah nini nomor 0856 bisa di daftar ke tidak biar tidak p xe2 x80 xa6 ,Negative,Hate Speech & Abusive,Group,Other
kenapa awalnya gue harus kenal kamu kalau akhirnya kita sama sama kayak saling tidak kenal dasar banci ,Negative,Hate Speech & Abusive,Individual,Gender
 mungkin kalau tembus sampai 15000 akan ada menteri keuangan indonesia yang dapat penghargaan sebagai menteri terbaik sebumi plato amp mars 2019 ganti presiden,Negative,Hate Speech,Individual,Other
 ri kamu menonton brodus cina tidak ,Positive,Neutral,Other,Other
 kok ganti namanya jadi tagar ingin banget ganti presiden ganteng ya ,Positive,Neutral,Other,Other
 apakkk kamu babi xf0 x9f x96 x95 xf0 x9f x98 x91 ,Negative,Hate Speech & Abusive,Individual,Other
goblok kok dipelihara ,Negative,Abusive,Other,Other
 manusia kampret bernama syahroni b daud ini akhirnya mengaku salah sudah menuduh ada telur palsu dan meminta maaf hypertext transfer protocol over secure socket layer xe2 x80 xa6 ,Negative,Hate Speech & Abusive,Individual,Other
 kadang kontol rasanya manis kadang juga asem kenapa ya nurl,Negative,Abusive,Other,Other
 negeri perak hari ini menyatakan sokongan penuh dan tidak berbelah bahagi terhadap kepimpinan perdana menteri dato seri hebat negaraku bersamaan datuk seri r si presiden dahulukan rakyat ,Positive,Neutral,Other,Other
kalau dulu kenal be ahun2 pon still x berani natural killer cukup i love kamu walaupun dua dua sudah saling suka kalau sekarang hem baru kenal 2 hari itu pon kat wechat sudah boleh ajak tidak dan seangkatan dengannya wow ini lah budaya paling kotor zaman sekarang nih jijik bodoh,Negative,Abusive,Other,Other
komisi pemberantasan korupsi sudah menyerah dan siap di bubarkan uniform resource locator,Negative,Hate Speech,Group,Other
mencari setitik cahaya dalam kegelapan terasa sulit tetapi aku yakin aku pasti bisa menemukan nya dan insya allah aku sabar dalam pencarian ini ,Positive,Neutral,Other,Other
kalau sampailah aku menikah sama dia mana mungkin tidak bela etnis tionghoa sampai tetes darah penghabisan ,Positive,Neutral,Other,Other
 gubernur ahok yang di bangga in cebong kelas jamban mana yang di bangga in ahoker sama jokower nih lihat gubernur indonesia cerdasnya ,Negative,Hate Speech & Abusive,Group,Other
 topeng monyet ke ramayana dan nya dan nya dan nya dan nya uniform resource locator,Positive,Neutral,Other,Other
 zaman susilo bambang yudhoyono korupsi aman enggak ada yang kutik kutik,Negative,Hate Speech,Individual,Other
beginilah gencarnya kampanye jelang pilihan kepala daerah net jawa tengah ,Positive,Neutral,Other,Other
 wkwk,Positive,Neutral,Other,Other
 sudah tua tetapi dongok ,Negative,Abusive,Other,Other
 sekalipun gue berbicara pakai data pasti kamu juga tidak bakal tertawa bong tapi kalau sih cungkring plonga plongo jokowi yang berbicara sekalipun isi kotak tai dibilang roti pasti kamu percaya begitulah isi ota,Negative,Hate Speech & Abusive,Individual,Other
 enak itu kalau muncratnya di dalam memek kamu ,Negative,Abusive,Other,Other
nih memek setiap hari sange mulu ,Negative,Abusive,Other,Other
yang mudik bisa puluhan ratusan juta jokowi kalau main main soal libur lebaran baru ada dia membuat kebijakan ganti presiden 2019 harus nya 11 22 23 amp 24 sabtu minggu kan libur arus balik lebih aman arus balik beban psikis nya tinggi ,Negative,Hate Speech,Individual,Other
setuju panglima antek penghianat peliharaan asing asing kapitalis terlihat mereka berkedok demokrasi pura toleran,Negative,Hate Speech,Group,Other
he kenapa gue sipit amat ,Positive,Neutral,Other,Other
sambungan kuliah maghrib khas bersama syekh kurayyim rajih ketua ulama alquran suriah dan ustaz nazmi smackdown sebagai penerjemah rasmi beliau lokasi masjid al muttaqin wangsa melawati ,Positive,Neutral,Other,Other
sejahat jahat manusia ialah mereka yang suka mencari kesalahan dan kecelaan orang sebagaimana lalat mencari bangkai dari tempat tempat yang busuk quranhour ,Positive,Neutral,Other,Other
proyek smelter freepo indonesia ini bukan hal baru karena sudah direncanakan dari 2015 lalu pas presiden direktur freepo indonesia masih dijabat maroef syamsuddin ,Positive,Neutral,Other,Other
tidak kenal kenal kemudian asing lagi ,Positive,Neutral,Other,Other
 sumber daya negara punya siapa menurut undang undang rakyat yang susah komplain dan perpendapat dan itu dilindungi undang undang rakyatnya xe2 x80 xa6 ,Positive,Neutral,Other,Other
 cc mohon segera ditangkap manusia sampah ini kepala kepolisian republik indonesia kepala kepolisian republik indonesia kepala kepolisian republik indonesia,Negative,Hate Speech,Individual,Other
 saja ditolak nu apa lagi ahok yang keturunan tionghoa dan nasrani xf0 x9f x98 x82 xf0 x9f x98 x82 ,Positive,Neutral,Other,Other
hang buat event majlis berbuka puasa tapi hang tak puasa bangkai ,Negative,Hate Speech & Abusive,Individual,Other
nomor 1 sok tau lagi langsung di sekak wkwk debat final pemilihan kepala daerah jakarta,Negative,Hate Speech,Individual,Other
bukan kebetulan kalau setelah reformasi bergulir hampir semua media di indonesia dikuasai oleh non muslim moral masyarakat makin hancur ,Negative,Hate Speech,Group,Religion
bodoh ada sinyalnya tai gue unduh saja nanti ,Negative,Abusive,Other,Other
 main taplak juga cadangan dia adalah bocahnya ,Positive,Neutral,Other,Other
dana haji di embat saatnya jokowi di lengserkan negara di gadaikan ke asing defisit semakin besar anggaran pendapatan dan belanja negara amblas turunkan jokowi,Negative,Hate Speech,Individual,Other
 perek kamu adalah ,Negative,Hate Speech & Abusive,Individual,Gender
 cacat anjir ,Negative,Abusive,Other,Other
kurangnya pemberdayaan wanita daerah khusus ibukota jaka a bisa dilihat dari telaknya perbedaan warna muka dan warna tangan empok sylvi debat final pemilihan kepala daerah jakarta,Positive,Neutral,Other,Other
jangan terlalu banyak berharap nanti bisa sarap ,Negative,Abusive,Other,Other
katolik berkiblat ke vatikan wajar tidak digugat lalu kenapa islam berkiblat ke makkah kebetulan saja arab manusia manusia itu pada gerah anda pancasila atau pelanggar pancasila sila ke 1 dan ke 5 ,Positive,Neutral,Other,Other
evi layanto siswi sekolah dasar katolik karya yosef kelas 6b 1983 istrinya ronaldo pardede yang sah ,Positive,Neutral,Other,Other
tim onta iya o cap kuda tidak popo ,Negative,Abusive,Other,Other
 anjing anjing asuuuu sih kuyaaaaaaaaaaaaa ,Negative,Hate Speech & Abusive,Individual,Other
 oh ini to cara memenangkan anies sandi kemarin pakai saracen ya,Negative,Hate Speech,Individual,Other
 wow banyak banget pejuh mu bro kalau masuk memek istri aku bisa langsung hamil itu ,Negative,Abusive,Other,Other
 bom di negara kita saat ini nada lucunya kah xf0 x9f x98 x93 ,Positive,Neutral,Other,Other
 cina babi komunis anti agama terutama islam yang bikin ribut di indonesia ,Negative,Hate Speech & Abusive,Group,Religion
 aku nyimengnya masih cupu tapi ya kak senior ampun ,Negative,Abusive,Other,Other
 in case you missed it swat sfc selamatkan monyet proboscis uniform resource locator uniform resource locator,Positive,Neutral,Other,Other
yang belum tidur cepatan tidur nanti digigit onta halo di ,Positive,Neutral,Other,Other
 menjadi aktivis itu memang untuk mengkritisi kebijakan mengkoreksi langkah rezim yang kurang pas ataupun keliru seperti halnya anda protes ,Positive,Neutral,Other,Other
 kampret mencret pun kamu salahkan pemerintah kok neeekkk ,Negative,Hate Speech & Abusive,Individual,Other
 sori ya cung gue bukan surat pemberitahuan tahunan kamu yang bani kacung itu apa berkhayal sampai ekonomi meroket juga khayalan haha ,Negative,Hate Speech & Abusive,Individual,Other
eh anak anjing ahok klan itu belum siuman mending emut emut bool basuki lagi saja sana kasih tau sama babi yang lain bool basuki wangi begitu,Negative,Hate Speech & Abusive,Individual,Other
 apaan goblok tidak menyambung ,Negative,Abusive,Other,Other
 kristen lesbi memang ya ,Negative,Hate Speech & Abusive,Group,Religion
 banyak cocot kamu dan cangkemu cuk ,Negative,Hate Speech & Abusive,Individual,Other
 sama gue dulu katolik tetapi berasa sama negeri jumlah katolik kristen buddha hindu dan islam hampir merata haha ,Positive,Neutral,Other,Other
 mukidinya sih kafir ,Negative,Hate Speech & Abusive,Individual,Other
itulah indonesia yang dibully orang yang benar yang salah dan binatang binatang sepe i nomor tiga dibiarkan berkeliaran matanajwadebatjaka a pak an uniform resource locator,Negative,Hate Speech & Abusive,Group,Other
pilihan kepala daerah bandung nurul arifin janjikan insentif untuk marbut dan guru pendidikan anak usia dini bandung cantik bandung harmonis bandung memilih nuruli calon wali kota bandung calon wali kota bandung 2018,Positive,Neutral,Other,Other
dan setelah blokir jokowi saya harap ada lengserkan jokowi,Negative,Hate Speech,Individual,Other
haha gue merasa jijik sama diri gue sindir setelah melihat kembali isi direct message sama mantan gue diri haha alhamdulillah sudah punya pacar inrl amp lebih bahagia tidak fana xf0 x9f x98 x8c ,Positive,Neutral,Other,Other
istirahat news mohon ke pemerintah termasuk semua pihak terkait penegakan hukum di indonesia untuk bebaskan amp pulihkan nama baik semua warga negara indonesia divonis penjara menista agama karena menurut dosen kitab suci itu fik,Positive,Neutral,Other,Other
 kalau saya melihat kok yang kebangetan itu para pejabat tinggi negara para menteri wiranto gp hancur abu janda dan lain lain masak presiden dan simbol negara dihina kok pada diam saja ,Negative,Hate Speech,Individual,Other
anjing kamu dua ribuan memang uniform resource locator,Negative,Hate Speech & Abusive,Individual,Other
aku suka payudaramu dan dasar kurang ajar kamu katanya sambil menamparku lalu untuk apa dipamerkan jika tak ingin dipuji dan berengsek ,Negative,Hate Speech & Abusive,Individual,Gender
pantas saja namanya kayak tidak asing ternyata lalu ,Positive,Neutral,Other,Other
temanku maju sebagai calon legislatif dewan perwakilan rakyat ri daerah pemilihan kota bekasi dan depok dari psi ayo sus semangat perjuangkan nasib rakyat agar lebih sejahtera berkeadilan berpendidikan merata dan lain lain sehingga negara ini bisa lebih humanis toleran dan bineka ,Positive,Neutral,Other,Other
wkwk anjing uniform resource locator,Negative,Abusive,Other,Other
hari hari ini banyak orang menjadikan agama sebagai sumber kemarahan kita perlu menampilkan agama sebagai sumber kasih dan bina damai sila baca buku ini gratis ketika agama bawa damai ,Positive,Neutral,Other,Other
 on the way manusia homo kamu adalah ,Negative,Hate Speech & Abusive,Individual,Gender
 hem justru kristen katolik dan kristen protestan sudah membumi nusantara lebih dahulu mas mas ibadahnya kitabnya lagunya sudah gaya jawa batak flores toraja ds,Positive,Neutral,Other,Other
 bantuan cuma pencitraan ,Negative,Hate Speech,Individual,Other
 memang dasar kecoa goblok mengambil uang simpanan di bank dan dikelola bank tanpa atas izin yang menabung kok dibilang maling ,Negative,Hate Speech & Abusive,Individual,Other
 harusnya kita makin senang dia koar koar tidak jelas kayak begitu biar rakyat kita semakin tau cocot setan yang lagi kebingungan hadapi 2019 tetap jokowi ,Negative,Hate Speech & Abusive,Individual,Other
